index,District,Zone,Geographical Region,Region,District_code,VDC_name,VDC_code
0,Taplejung,Mechi,Mountain,Eastern,1,Ambegudin,1001
1,Taplejung,Mechi,Mountain,Eastern,1,Ankhop,1002
2,Taplejung,Mechi,Mountain,Eastern,1,Chaksibote,1003
3,Taplejung,Mechi,Mountain,Eastern,1,Change,1004
4,Taplejung,Mechi,Mountain,Eastern,1,Dhungesaghu,1005
5,Taplejung,Mechi,Mountain,Eastern,1,Dokhu,1006
6,Taplejung,Mechi,Mountain,Eastern,1,Dummrise,1007
7,Taplejung,Mechi,Mountain,Eastern,1,Ekhabu,1008
8,Taplejung,Mechi,Mountain,Eastern,1,Hangdeva,1009
9,Taplejung,Mechi,Mountain,Eastern,1,Hangpang,1010
10,Taplejung,Mechi,Mountain,Eastern,1,Kalikhola,1011
11,Taplejung,Mechi,Mountain,Eastern,1,Khamlung,1012
12,Taplejung,Mechi,Mountain,Eastern,1,Khejenim,1013
13,Taplejung,Mechi,Mountain,Eastern,1,Khewang,1014
14,Taplejung,Mechi,Mountain,Eastern,1,Khokling,1015
15,Taplejung,Mechi,Mountain,Eastern,1,Lelep,1016
16,Taplejung,Mechi,Mountain,Eastern,1,Limbudin,1017
17,Taplejung,Mechi,Mountain,Eastern,1,Lingtep,1018
18,Taplejung,Mechi,Mountain,Eastern,1,Linkhim,1019
19,Taplejung,Mechi,Mountain,Eastern,1,Liwang,1020
20,Taplejung,Mechi,Mountain,Eastern,1,Mamankhe,1021
21,Taplejung,Mechi,Mountain,Eastern,1,Mehele,1022
22,Taplejung,Mechi,Mountain,Eastern,1,Nalbu,1023
23,Taplejung,Mechi,Mountain,Eastern,1,Nankholyang,1024
24,Taplejung,Mechi,Mountain,Eastern,1,Nidhuradin,1025
25,Taplejung,Mechi,Mountain,Eastern,1,Olangchunggola,1026
26,Taplejung,Mechi,Mountain,Eastern,1,Papung,1027
27,Taplejung,Mechi,Mountain,Eastern,1,Pedang,1028
28,Taplejung,Mechi,Mountain,Eastern,1,Phakumba,1029
29,Taplejung,Mechi,Mountain,Eastern,1,Phawakhola,1030
30,Taplejung,Mechi,Mountain,Eastern,1,Phulbari,1031
31,Taplejung,Mechi,Mountain,Eastern,1,Phungling,1032
32,Taplejung,Mechi,Mountain,Eastern,1,Phurumbu,1033
33,Taplejung,Mechi,Mountain,Eastern,1,Sadewa,1034
34,Taplejung,Mechi,Mountain,Eastern,1,Sangu,1035
35,Taplejung,Mechi,Mountain,Eastern,1,Santhakra,1036
36,Taplejung,Mechi,Mountain,Eastern,1,Sanwa,1037
37,Taplejung,Mechi,Mountain,Eastern,1,Sawadin,1038
38,Taplejung,Mechi,Mountain,Eastern,1,Sawalakhu,1039
39,Taplejung,Mechi,Mountain,Eastern,1,Sikaicha,1040
40,Taplejung,Mechi,Mountain,Eastern,1,Sinam,1041
41,Taplejung,Mechi,Mountain,Eastern,1,Surumakhim,1042
42,Taplejung,Mechi,Mountain,Eastern,1,Tapethok,1043
43,Taplejung,Mechi,Mountain,Eastern,1,Tellok,1044
44,Taplejung,Mechi,Mountain,Eastern,1,Thechambu,1045
45,Taplejung,Mechi,Mountain,Eastern,1,Thinglabu,1046
46,Taplejung,Mechi,Mountain,Eastern,1,Thukima,1047
47,Taplejung,Mechi,Mountain,Eastern,1,Thumbedin,1048
48,Taplejung,Mechi,Mountain,Eastern,1,Tiringe,1049
49,Taplejung,Mechi,Mountain,Eastern,1,Yamfudin,1050
50,Panchthar,Mechi,Hill,Eastern,2,Aangna,2001
51,Panchthar,Mechi,Hill,Eastern,2,Aangsarang,2002
52,Panchthar,Mechi,Hill,Eastern,2,Aarubote,2003
53,Panchthar,Mechi,Hill,Eastern,2,Amarpur,2004
54,Panchthar,Mechi,Hill,Eastern,2,Bharapa,2005
55,Panchthar,Mechi,Hill,Eastern,2,Chilingdin,2006
56,Panchthar,Mechi,Hill,Eastern,2,Chokmagu,2007
57,Panchthar,Mechi,Hill,Eastern,2,Chyangthapu,2008
58,Panchthar,Mechi,Hill,Eastern,2,Durdimba,2009
59,Panchthar,Mechi,Hill,Eastern,2,Ekteen,2010
60,Panchthar,Mechi,Hill,Eastern,2,Embung,2011
61,Panchthar,Mechi,Hill,Eastern,2,Falaicha,2012
62,Panchthar,Mechi,Hill,Eastern,2,Hangum,2013
63,Panchthar,Mechi,Hill,Eastern,2,Kurumba,2014
64,Panchthar,Mechi,Hill,Eastern,2,Limba,2015
65,Panchthar,Mechi,Hill,Eastern,2,Lungrupa,2016
66,Panchthar,Mechi,Hill,Eastern,2,Luwamfu,2017
67,Panchthar,Mechi,Hill,Eastern,2,Mangjabung,2018
68,Panchthar,Mechi,Hill,Eastern,2,Mauwa,2019
69,Panchthar,Mechi,Hill,Eastern,2,Memeng,2020
70,Panchthar,Mechi,Hill,Eastern,2,Nagi,2021
71,Panchthar,Mechi,Hill,Eastern,2,Nangeen,2022
72,Panchthar,Mechi,Hill,Eastern,2,Nawamidanda,2023
73,Panchthar,Mechi,Hill,Eastern,2,Olane,2024
74,Panchthar,Mechi,Hill,Eastern,2,Oyam,2025
75,Panchthar,Mechi,Hill,Eastern,2,Panchami,2026
76,Panchthar,Mechi,Hill,Eastern,2,Pauwasartap,2027
77,Panchthar,Mechi,Hill,Eastern,2,Phaktep,2028
78,Panchthar,Mechi,Hill,Eastern,2,Phidim,2029
79,Panchthar,Mechi,Hill,Eastern,2,Prangbung,2030
80,Panchthar,Mechi,Hill,Eastern,2,Rabi,2031
81,Panchthar,Mechi,Hill,Eastern,2,Ranigaun,2032
82,Panchthar,Mechi,Hill,Eastern,2,Ranitar,2033
83,Panchthar,Mechi,Hill,Eastern,2,Sarangdanda,2034
84,Panchthar,Mechi,Hill,Eastern,2,Sidin,2035
85,Panchthar,Mechi,Hill,Eastern,2,Siwa,2036
86,Panchthar,Mechi,Hill,Eastern,2,Sumang,2037
87,Panchthar,Mechi,Hill,Eastern,2,Syangrumba,2038
88,Panchthar,Mechi,Hill,Eastern,2,Tharpu,2039
89,Panchthar,Mechi,Hill,Eastern,2,Yanganam,2040
90,Panchthar,Mechi,Hill,Eastern,2,Yasok,2041
91,Ilam,Mechi,Hill,Eastern,3,Amchok,3001
92,Ilam,Mechi,Hill,Eastern,3,Bajho,3002
93,Ilam,Mechi,Hill,Eastern,3,Barbote,3003
94,Ilam,Mechi,Hill,Eastern,3,Chameta,3004
95,Ilam,Mechi,Hill,Eastern,3,Chisapani,3005
96,Ilam,Mechi,Hill,Eastern,3,Chulachuli,3006
97,Ilam,Mechi,Hill,Eastern,3,Danabari,3007
98,Ilam,Mechi,Hill,Eastern,3,Dhuseni,3008
99,Ilam,Mechi,Hill,Eastern,3,Ebhang,3009
100,Ilam,Mechi,Hill,Eastern,3,Ektappa,3010
101,Ilam,Mechi,Hill,Eastern,3,Erautar,3011
102,Ilam,Mechi,Hill,Eastern,3,Gajurmukhi,3012
103,Ilam,Mechi,Hill,Eastern,3,Goduk,3013
104,Ilam,Mechi,Hill,Eastern,3,Gorkhe,3014
105,Ilam,Mechi,Hill,Eastern,3,Ilam Municipality,3015
106,Ilam,Mechi,Hill,Eastern,3,Jamuna,3016
107,Ilam,Mechi,Hill,Eastern,3,Jirmale,3017
108,Ilam,Mechi,Hill,Eastern,3,Jitpur,3018
109,Ilam,Mechi,Hill,Eastern,3,Jogmai,3019
110,Ilam,Mechi,Hill,Eastern,3,Kanyam,3020
111,Ilam,Mechi,Hill,Eastern,3,Kolbung,3021
112,Ilam,Mechi,Hill,Eastern,3,Laxmipur,3022
113,Ilam,Mechi,Hill,Eastern,3,Lumde,3023
114,Ilam,Mechi,Hill,Eastern,3,Mabu,3024
115,Ilam,Mechi,Hill,Eastern,3,Mahamai,3025
116,Ilam,Mechi,Hill,Eastern,3,Maimajhuwa,3026
117,Ilam,Mechi,Hill,Eastern,3,Maipokhari,3027
118,Ilam,Mechi,Hill,Eastern,3,Mangalbare,3028
119,Ilam,Mechi,Hill,Eastern,3,Namsaling,3029
120,Ilam,Mechi,Hill,Eastern,3,Nayabazar,3030
121,Ilam,Mechi,Hill,Eastern,3,Panchakanya,3031
122,Ilam,Mechi,Hill,Eastern,3,Pasupatinagar,3032
123,Ilam,Mechi,Hill,Eastern,3,Phakphok,3033
124,Ilam,Mechi,Hill,Eastern,3,Phikalbazar,3034
125,Ilam,Mechi,Hill,Eastern,3,Phuyatappa,3035
126,Ilam,Mechi,Hill,Eastern,3,Puwamajhuwa,3036
127,Ilam,Mechi,Hill,Eastern,3,Pyang,3037
128,Ilam,Mechi,Hill,Eastern,3,Sakfara,3038
129,Ilam,Mechi,Hill,Eastern,3,Sakhejung,3039
130,Ilam,Mechi,Hill,Eastern,3,Samalbung,3040
131,Ilam,Mechi,Hill,Eastern,3,Sangrumba,3041
132,Ilam,Mechi,Hill,Eastern,3,Shantidanda,3042
133,Ilam,Mechi,Hill,Eastern,3,Shantipur,3043
134,Ilam,Mechi,Hill,Eastern,3,Shreeantu,3044
135,Ilam,Mechi,Hill,Eastern,3,Siddhithumka,3045
136,Ilam,Mechi,Hill,Eastern,3,Sopak,3046
137,Ilam,Mechi,Hill,Eastern,3,Soyang,3047
138,Ilam,Mechi,Hill,Eastern,3,Sulubung,3048
139,Ilam,Mechi,Hill,Eastern,3,Sumbek,3049
140,Jhapa,Mechi,Terai,Eastern,4,Anarmani,4001
141,Jhapa,Mechi,Terai,Eastern,4,Arjundhara,4002
142,Jhapa,Mechi,Terai,Eastern,4,Bahundangi,4003
143,Jhapa,Mechi,Terai,Eastern,4,Baigundhara,4004
144,Jhapa,Mechi,Terai,Eastern,4,Balubari,4005
145,Jhapa,Mechi,Terai,Eastern,4,Baniyani,4006
146,Jhapa,Mechi,Terai,Eastern,4,Bhadrapur Municipality,4007
147,Jhapa,Mechi,Terai,Eastern,4,Budhabare,4008
148,Jhapa,Mechi,Terai,Eastern,4,Chakchaki,4009
149,Jhapa,Mechi,Terai,Eastern,4,Chandragadhi,4010
150,Jhapa,Mechi,Terai,Eastern,4,Charpane,4011
151,Jhapa,Mechi,Terai,Eastern,4,Damak Municipality,4012
152,Jhapa,Mechi,Terai,Eastern,4,Dangibari,4013
153,Jhapa,Mechi,Terai,Eastern,4,Dhaijan,4014
154,Jhapa,Mechi,Terai,Eastern,4,Dharampur,4015
155,Jhapa,Mechi,Terai,Eastern,4,Duwagadhi,4016
156,Jhapa,Mechi,Terai,Eastern,4,Garamani,4017
157,Jhapa,Mechi,Terai,Eastern,4,Gauradaha,4018
158,Jhapa,Mechi,Terai,Eastern,4,Gauriganj,4019
159,Jhapa,Mechi,Terai,Eastern,4,Ghailadubba,4020
160,Jhapa,Mechi,Terai,Eastern,4,Gherabari,4021
161,Jhapa,Mechi,Terai,Eastern,4,Goldhap,4022
162,Jhapa,Mechi,Terai,Eastern,4,Haldibari,4023
163,Jhapa,Mechi,Terai,Eastern,4,Jalthal,4024
164,Jhapa,Mechi,Terai,Eastern,4,Juropani,4025
165,Jhapa,Mechi,Terai,Eastern,4,Jyamirgadhi,4026
166,Jhapa,Mechi,Terai,Eastern,4,Kechana,4027
167,Jhapa,Mechi,Terai,Eastern,4,Khajurgachhi,4028
168,Jhapa,Mechi,Terai,Eastern,4,Khudunabari,4029
169,Jhapa,Mechi,Terai,Eastern,4,Kohabara,4030
170,Jhapa,Mechi,Terai,Eastern,4,Korobari,4031
171,Jhapa,Mechi,Terai,Eastern,4,Kumarkhod,4032
172,Jhapa,Mechi,Terai,Eastern,4,Lakhanpur,4033
173,Jhapa,Mechi,Terai,Eastern,4,Mahabhara,4034
174,Jhapa,Mechi,Terai,Eastern,4,Maharanijhoda,4035
175,Jhapa,Mechi,Terai,Eastern,4,Maheshpur,4036
176,Jhapa,Mechi,Terai,Eastern,4,Mechinagar Municipality,4037
177,Jhapa,Mechi,Terai,Eastern,4,Panchgachhi,4038
178,Jhapa,Mechi,Terai,Eastern,4,Pathamari,4039
179,Jhapa,Mechi,Terai,Eastern,4,Pathariya,4040
180,Jhapa,Mechi,Terai,Eastern,4,Prithivinagar,4041
181,Jhapa,Mechi,Terai,Eastern,4,Rajgadh,4042
182,Jhapa,Mechi,Terai,Eastern,4,Sanischare,4043
183,Jhapa,Mechi,Terai,Eastern,4,Satasidham,4044
184,Jhapa,Mechi,Terai,Eastern,4,Shantinagar,4045
185,Jhapa,Mechi,Terai,Eastern,4,Sharanamati,4046
186,Jhapa,Mechi,Terai,Eastern,4,Shivaganj,4047
187,Jhapa,Mechi,Terai,Eastern,4,Surunga,4048
188,Jhapa,Mechi,Terai,Eastern,4,Tagandubba,4049
189,Jhapa,Mechi,Terai,Eastern,4,Topgachchi,4050
190,Morang,Kosi,Terai,Eastern,5,Amahibariyati,5001
191,Morang,Kosi,Terai,Eastern,5,Amardaha,5002
192,Morang,Kosi,Terai,Eastern,5,Amgachhi,5003
193,Morang,Kosi,Terai,Eastern,5,Babiyabirta,5004
194,Morang,Kosi,Terai,Eastern,5,Bahuni,5005
195,Morang,Kosi,Terai,Eastern,5,Baijanathpur,5006
196,Morang,Kosi,Terai,Eastern,5,Banigama,5007
197,Morang,Kosi,Terai,Eastern,5,Baradanga,5008
198,Morang,Kosi,Terai,Eastern,5,Bayarban,5009
199,Morang,Kosi,Terai,Eastern,5,Belbari,5010
200,Morang,Kosi,Terai,Eastern,5,Bhaudaha,5011
201,Morang,Kosi,Terai,Eastern,5,Bhogateni,5012
202,Morang,Kosi,Terai,Eastern,5,Biratnagar Sub Metropolitan,5013
203,Morang,Kosi,Terai,Eastern,5,Budhanagar,5014
204,Morang,Kosi,Terai,Eastern,5,Dadarbairiya,5015
205,Morang,Kosi,Terai,Eastern,5,Dainiya,5016
206,Morang,Kosi,Terai,Eastern,5,Dangihat,5017
207,Morang,Kosi,Terai,Eastern,5,Dangraha,5018
208,Morang,Kosi,Terai,Eastern,5,Drabesh,5019
209,Morang,Kosi,Terai,Eastern,5,Dulari,5020
210,Morang,Kosi,Terai,Eastern,5,Govindapur,5021
211,Morang,Kosi,Terai,Eastern,5,Haraicha,5022
212,Morang,Kosi,Terai,Eastern,5,Hasandaha,5023
213,Morang,Kosi,Terai,Eastern,5,Hathimudha,5024
214,Morang,Kosi,Terai,Eastern,5,Hoklabari,5025
215,Morang,Kosi,Terai,Eastern,5,Indrapur,5026
216,Morang,Kosi,Terai,Eastern,5,Itahara,5027
217,Morang,Kosi,Terai,Eastern,5,Jante,5028
218,Morang,Kosi,Terai,Eastern,5,Jhorahat,5029
219,Morang,Kosi,Terai,Eastern,5,Jhurkiya,5030
220,Morang,Kosi,Terai,Eastern,5,Kaseni,5031
221,Morang,Kosi,Terai,Eastern,5,Katahari,5032
222,Morang,Kosi,Terai,Eastern,5,Kathamaha,5033
223,Morang,Kosi,Terai,Eastern,5,Kerabari,5034
224,Morang,Kosi,Terai,Eastern,5,Keroun,5035
225,Morang,Kosi,Terai,Eastern,5,Lakhantari,5036
226,Morang,Kosi,Terai,Eastern,5,Letang,5037
227,Morang,Kosi,Terai,Eastern,5,Madhumalla,5038
228,Morang,Kosi,Terai,Eastern,5,Mahadewa,5039
229,Morang,Kosi,Terai,Eastern,5,Majhare,5040
230,Morang,Kosi,Terai,Eastern,5,Matigachha,5041
231,Morang,Kosi,Terai,Eastern,5,Motipur,5042
232,Morang,Kosi,Terai,Eastern,5,Mrigauliya,5043
233,Morang,Kosi,Terai,Eastern,5,Necha,5044
234,Morang,Kosi,Terai,Eastern,5,Pathari,5045
235,Morang,Kosi,Terai,Eastern,5,Patigaun,5046
236,Morang,Kosi,Terai,Eastern,5,Pokhariya,5047
237,Morang,Kosi,Terai,Eastern,5,Rajghat,5048
238,Morang,Kosi,Terai,Eastern,5,Ramitekhola,5049
239,Morang,Kosi,Terai,Eastern,5,Rangeli,5050
240,Morang,Kosi,Terai,Eastern,5,Sanischare,5051
241,Morang,Kosi,Terai,Eastern,5,Sidharaha,5052
242,Morang,Kosi,Terai,Eastern,5,Sijuwa,5053
243,Morang,Kosi,Terai,Eastern,5,Sinhadevisombare,5054
244,Morang,Kosi,Terai,Eastern,5,Sisabanibadahara,5055
245,Morang,Kosi,Terai,Eastern,5,Sisawanijahada,5056
246,Morang,Kosi,Terai,Eastern,5,Sorabhag,5057
247,Morang,Kosi,Terai,Eastern,5,Sundarpur,5058
248,Morang,Kosi,Terai,Eastern,5,Takuwa,5059
249,Morang,Kosi,Terai,Eastern,5,Tandi,5060
250,Morang,Kosi,Terai,Eastern,5,Tankisinuwari,5061
251,Morang,Kosi,Terai,Eastern,5,Tetariya,5062
252,Morang,Kosi,Terai,Eastern,5,Thalaha,5063
253,Morang,Kosi,Terai,Eastern,5,Urlabari,5064
254,Morang,Kosi,Terai,Eastern,5,Warangi,5065
255,Morang,Kosi,Terai,Eastern,5,Yangshila,5066
256,Sunsari,Kosi,Terai,Eastern,6,Aekamba,6001
257,Sunsari,Kosi,Terai,Eastern,6,Amaduwa,6002
258,Sunsari,Kosi,Terai,Eastern,6,Amahibelaha,6003
259,Sunsari,Kosi,Terai,Eastern,6,Aurabarni,6004
260,Sunsari,Kosi,Terai,Eastern,6,Babiya,6005
261,Sunsari,Kosi,Terai,Eastern,6,Bakalauri,6006
262,Sunsari,Kosi,Terai,Eastern,6,Barahachhetra,6007
263,Sunsari,Kosi,Terai,Eastern,6,Basantapur,6008
264,Sunsari,Kosi,Terai,Eastern,6,Bhadgausinawari,6009
265,Sunsari,Kosi,Terai,Eastern,6,Bhaluwa,6010
266,Sunsari,Kosi,Terai,Eastern,6,Bharaul,6011
267,Sunsari,Kosi,Terai,Eastern,6,Bhokraha,6012
268,Sunsari,Kosi,Terai,Eastern,6,Bishnupaduka,6013
269,Sunsari,Kosi,Terai,Eastern,6,Chadwela,6014
270,Sunsari,Kosi,Terai,Eastern,6,Chhitaha,6015
271,Sunsari,Kosi,Terai,Eastern,6,Chimdi,6016
272,Sunsari,Kosi,Terai,Eastern,6,Dewanganj,6017
273,Sunsari,Kosi,Terai,Eastern,6,Dharan Municipality,6018
274,Sunsari,Kosi,Terai,Eastern,6,Dhuskee,6019
275,Sunsari,Kosi,Terai,Eastern,6,Duhabi,6020
276,Sunsari,Kosi,Terai,Eastern,6,Dumaraha,6021
277,Sunsari,Kosi,Terai,Eastern,6,Gautampur,6022
278,Sunsari,Kosi,Terai,Eastern,6,Hanshposha,6023
279,Sunsari,Kosi,Terai,Eastern,6,Harinagar,6024
280,Sunsari,Kosi,Terai,Eastern,6,Haripur,6025
281,Sunsari,Kosi,Terai,Eastern,6,Inaruwa Municipality,6026
282,Sunsari,Kosi,Terai,Eastern,6,Ithari Municipality,6027
283,Sunsari,Kosi,Terai,Eastern,6,Jalpapur,6028
284,Sunsari,Kosi,Terai,Eastern,6,Kaptanganj,6029
285,Sunsari,Kosi,Terai,Eastern,6,Khanar,6030
286,Sunsari,Kosi,Terai,Eastern,6,Laukahi,6031
287,Sunsari,Kosi,Terai,Eastern,6,Madhelee,6032
288,Sunsari,Kosi,Terai,Eastern,6,Madhesa,6033
289,Sunsari,Kosi,Terai,Eastern,6,Madhuwan,6034
290,Sunsari,Kosi,Terai,Eastern,6,Madhyeharsahi,6035
291,Sunsari,Kosi,Terai,Eastern,6,Mahendranagar,6036
292,Sunsari,Kosi,Terai,Eastern,6,Narshinhatappu,6037
293,Sunsari,Kosi,Terai,Eastern,6,Pakali,6038
294,Sunsari,Kosi,Terai,Eastern,6,Panchakanya,6039
295,Sunsari,Kosi,Terai,Eastern,6,Paschimkasuha,6040
296,Sunsari,Kosi,Terai,Eastern,6,Prakashpur,6041
297,Sunsari,Kosi,Terai,Eastern,6,Purbakushaha,6042
298,Sunsari,Kosi,Terai,Eastern,6,Ramganjbelgachhi,6043
299,Sunsari,Kosi,Terai,Eastern,6,Ramganjsenuwari,6044
300,Sunsari,Kosi,Terai,Eastern,6,Ramnagarbhutaha,6045
301,Sunsari,Kosi,Terai,Eastern,6,Sahebganj,6046
302,Sunsari,Kosi,Terai,Eastern,6,Santerjhora,6047
303,Sunsari,Kosi,Terai,Eastern,6,Simariya,6048
304,Sunsari,Kosi,Terai,Eastern,6,Singiya,6049
305,Sunsari,Kosi,Terai,Eastern,6,Sonapur,6050
306,Sunsari,Kosi,Terai,Eastern,6,Sripurjabdi,6051
307,Sunsari,Kosi,Terai,Eastern,6,Tanamuna,6052
308,Dhankuta,Kosi,Hill,Eastern,7,Ahale,7001
309,Dhankuta,Kosi,Hill,Eastern,7,Ankhisalla,7002
310,Dhankuta,Kosi,Hill,Eastern,7,Arkhaulejitpur,7003
311,Dhankuta,Kosi,Hill,Eastern,7,Basantatar,7004
312,Dhankuta,Kosi,Hill,Eastern,7,Belhara,7005
313,Dhankuta,Kosi,Hill,Eastern,7,Bhirgaun,7006
314,Dhankuta,Kosi,Hill,Eastern,7,Bodhe,7007
315,Dhankuta,Kosi,Hill,Eastern,7,Budhabare,7008
316,Dhankuta,Kosi,Hill,Eastern,7,Budimorang,7009
317,Dhankuta,Kosi,Hill,Eastern,7,Chanuwa,7010
318,Dhankuta,Kosi,Hill,Eastern,7,Chhintang,7011
319,Dhankuta,Kosi,Hill,Eastern,7,Chungwang,7012
320,Dhankuta,Kosi,Hill,Eastern,7,Dandabazar,7013
321,Dhankuta,Kosi,Hill,Eastern,7,Dandagaun,7014
322,Dhankuta,Kosi,Hill,Eastern,7,Dhankuta Municipality,7015
323,Dhankuta,Kosi,Hill,Eastern,7,Faksib,7016
324,Dhankuta,Kosi,Hill,Eastern,7,Falate,7017
325,Dhankuta,Kosi,Hill,Eastern,7,Ghorlikharka,7018
326,Dhankuta,Kosi,Hill,Eastern,7,Hathikharka,7019
327,Dhankuta,Kosi,Hill,Eastern,7,Khoku,7020
328,Dhankuta,Kosi,Hill,Eastern,7,Khuwafok,7021
329,Dhankuta,Kosi,Hill,Eastern,7,Kurule,7022
330,Dhankuta,Kosi,Hill,Eastern,7,Leguwa,7023
331,Dhankuta,Kosi,Hill,Eastern,7,Mahabharat,7024
332,Dhankuta,Kosi,Hill,Eastern,7,Marekkatahare,7025
333,Dhankuta,Kosi,Hill,Eastern,7,Mounabudhuk,7026
334,Dhankuta,Kosi,Hill,Eastern,7,Mudebas,7027
335,Dhankuta,Kosi,Hill,Eastern,7,Muga,7028
336,Dhankuta,Kosi,Hill,Eastern,7,Murtidhunga,7029
337,Dhankuta,Kosi,Hill,Eastern,7,Pakhribas,7030
338,Dhankuta,Kosi,Hill,Eastern,7,Parewadin,7031
339,Dhankuta,Kosi,Hill,Eastern,7,Rajarani,7032
340,Dhankuta,Kosi,Hill,Eastern,7,Sanne,7033
341,Dhankuta,Kosi,Hill,Eastern,7,Tankhuwa,7034
342,Dhankuta,Kosi,Hill,Eastern,7,Telia,7035
343,Dhankuta,Kosi,Hill,Eastern,7,Vedetar,7036
344,Terhathum,Kosi,Hill,Eastern,8,Ambung,8001
345,Terhathum,Kosi,Hill,Eastern,8,Angdeem,8002
346,Terhathum,Kosi,Hill,Eastern,8,Basantapur,8003
347,Terhathum,Kosi,Hill,Eastern,8,Chhatedhunga,8004
348,Terhathum,Kosi,Hill,Eastern,8,Chuhandanda,8005
349,Terhathum,Kosi,Hill,Eastern,8,Dangapa,8006
350,Terhathum,Kosi,Hill,Eastern,8,Eseebu,8007
351,Terhathum,Kosi,Hill,Eastern,8,Ewa,8008
352,Terhathum,Kosi,Hill,Eastern,8,Hamarjung,8009
353,Terhathum,Kosi,Hill,Eastern,8,Hwaku,8010
354,Terhathum,Kosi,Hill,Eastern,8,Jaljale,8011
355,Terhathum,Kosi,Hill,Eastern,8,Jirikhinti,8012
356,Terhathum,Kosi,Hill,Eastern,8,Khamlalung,8013
357,Terhathum,Kosi,Hill,Eastern,8,Morahang,8014
358,Terhathum,Kosi,Hill,Eastern,8,Myanglung,8015
359,Terhathum,Kosi,Hill,Eastern,8,Okhare,8016
360,Terhathum,Kosi,Hill,Eastern,8,Oyakjung,8017
361,Terhathum,Kosi,Hill,Eastern,8,Panchakanyapokhari,8018
362,Terhathum,Kosi,Hill,Eastern,8,Phakchamara,8019
363,Terhathum,Kosi,Hill,Eastern,8,Phulek,8020
364,Terhathum,Kosi,Hill,Eastern,8,Piple,8021
365,Terhathum,Kosi,Hill,Eastern,8,Pouthak,8022
366,Terhathum,Kosi,Hill,Eastern,8,Sabla,8023
367,Terhathum,Kosi,Hill,Eastern,8,Samdu,8024
368,Terhathum,Kosi,Hill,Eastern,8,Sankrantibazar,8025
369,Terhathum,Kosi,Hill,Eastern,8,Shreejung,8026
370,Terhathum,Kosi,Hill,Eastern,8,Simle,8027
371,Terhathum,Kosi,Hill,Eastern,8,Solma,8028
372,Terhathum,Kosi,Hill,Eastern,8,Sudap,8029
373,Terhathum,Kosi,Hill,Eastern,8,Sungnam,8030
374,Terhathum,Kosi,Hill,Eastern,8,Tamfula,8031
375,Terhathum,Kosi,Hill,Eastern,8,Thoklung,8032
376,Sankhuwasabha,Kosi,Mountain,Eastern,9,Ankhibhui,9001
377,Sankhuwasabha,Kosi,Mountain,Eastern,9,Bahrabise,9002
378,Sankhuwasabha,Kosi,Mountain,Eastern,9,Bala,9003
379,Sankhuwasabha,Kosi,Mountain,Eastern,9,Bana,9004
380,Sankhuwasabha,Kosi,Mountain,Eastern,9,Baneswor,9005
381,Sankhuwasabha,Kosi,Mountain,Eastern,9,Chainpur,9006
382,Sankhuwasabha,Kosi,Mountain,Eastern,9,Chepuwa,9007
383,Sankhuwasabha,Kosi,Mountain,Eastern,9,Dhupu,9008
384,Sankhuwasabha,Kosi,Mountain,Eastern,9,Diding,9009
385,Sankhuwasabha,Kosi,Mountain,Eastern,9,Hatiya,9010
386,Sankhuwasabha,Kosi,Mountain,Eastern,9,Jaljala,9011
387,Sankhuwasabha,Kosi,Mountain,Eastern,9,Keemathnka,9012
388,Sankhuwasabha,Kosi,Mountain,Eastern,9,Khandbari Municipality,9013
389,Sankhuwasabha,Kosi,Mountain,Eastern,9,Kharang,9014
390,Sankhuwasabha,Kosi,Mountain,Eastern,9,Madimulkharka,9015
391,Sankhuwasabha,Kosi,Mountain,Eastern,9,Madirambeni,9016
392,Sankhuwasabha,Kosi,Mountain,Eastern,9,Makalu,9017
393,Sankhuwasabha,Kosi,Mountain,Eastern,9,Mamling,9018
394,Sankhuwasabha,Kosi,Mountain,Eastern,9,Mangtewa,9019
395,Sankhuwasabha,Kosi,Mountain,Eastern,9,Matsyapokhari,9020
396,Sankhuwasabha,Kosi,Mountain,Eastern,9,Mawadin,9021
397,Sankhuwasabha,Kosi,Mountain,Eastern,9,Num,9022
398,Sankhuwasabha,Kosi,Mountain,Eastern,9,Nundhaki,9023
399,Sankhuwasabha,Kosi,Mountain,Eastern,9,Pathibhara,9024
400,Sankhuwasabha,Kosi,Mountain,Eastern,9,Pawakhola,9025
401,Sankhuwasabha,Kosi,Mountain,Eastern,9,Sabhapokhari,9026
402,Sankhuwasabha,Kosi,Mountain,Eastern,9,Siddhakali,9027
403,Sankhuwasabha,Kosi,Mountain,Eastern,9,Siddhapokhari,9028
404,Sankhuwasabha,Kosi,Mountain,Eastern,9,Sisuwakhola,9029
405,Sankhuwasabha,Kosi,Mountain,Eastern,9,Sitalpati,9030
406,Sankhuwasabha,Kosi,Mountain,Eastern,9,Syabun,9031
407,Sankhuwasabha,Kosi,Mountain,Eastern,9,Tamafok,9032
408,Sankhuwasabha,Kosi,Mountain,Eastern,9,Tamku,9033
409,Sankhuwasabha,Kosi,Mountain,Eastern,9,Yafu,9034
410,Bhojpur,Kosi,Hill,Eastern,10,Aamtep,10001
411,Bhojpur,Kosi,Hill,Eastern,10,Annapurna,10002
412,Bhojpur,Kosi,Hill,Eastern,10,Baikuntha,10003
413,Bhojpur,Kosi,Hill,Eastern,10,Basikhola,10004
